4096,77.2,11.6008323125898,12,6.27052894238072,1.35941032625521,0.845964864045133
8192,142.933333333333,4.25832517937902,13,7.15919859484925,0.307711869866805,0.029
16384,119.766666666667,64.442801868352,14,6.90408262439365,5.35943454446252,-4.54850225473627
32768,195.266666666667,24.4835389223233,15,7.60930188227085,1.37646582337158,0.566
65536,329.2,17.0847784642475,16,8.36282052553426,0.626147773530592,0
131072,624.066666666667,21.0613771913283,17,9.28555634471474,0.452103894825141,0
262144,1189.56666666667,26.0313913061391,18,10.2162204113846,0.322532429163607,0
524288,2123.2,55.5873962395223,19,11.0520245604828,0.417447444333102,0
1048576,4184.06666666667,99.4980274742387,20,12.0306901235565,0.412744177062673,0
2097152,8487,275.95539369678,21,13.0510389621174,0.612215484725257,0
4194304,17401.1,681.308393890907,22,14.0868908875996,0.795713500224125,0
8388608,34332.9,638.070710058441,23,15.0673041022369,0.40398795187337,0
16777216,70902.4666666667,1603.58249217039,24,16.1135481986343,0.525769856010951,0
33554432,138455.3,1991.95253630616,25,17.0790607548471,0.354493211878081,0
67108864,292630.2,21846.1196829094,26,18.1587191405022,1.95575709708675,0
