16,1.76666666666667,0.430183067152076,272,1.76666666666667,0.74509892886321,0.000990371409250495
32,6.06666666666667,0.253708131702462,1056,6.06666666666667,0.439435374402041,0.001
64,22.0333333333333,0.182574185835055,4160,22.0333333333333,0.316227766016838,12.6884126846436
128,35.7,17.3923288678738,16512,35.7,30.1243972611043,1.07799999999999
256,108.1,1.15519814690844,65792,108.1,2.00086188325483,0
512,372.3,25.2943362885027,262656,372.3,43.8110755954198,0
1024,1178.96666666667,37.562346639387,1049600,1178.96666666667,65.0598928309324,0
2048,3922.63333333333,256.526329002043,4196352,3922.63333333333,444.316635310668,0
4096,15053.6,139.899372703235,16781312,15053.6,242.312821469017,0
8192,60620.2333333333,967.03766226031,67117056,60620.2333333333,1674.95836386749,0
16384,242038.166666667,4739.96850042882,268451840,242038.166666667,8209.86626901878,0
32768,1010917.3,30212.7028994942,1073774592,1010917.3,52329.9364559074,0
